discourse,speaker,gender,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end,utterance_begin,utterance_end
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,62.31,62.42,1,e,ɛ,s.ɛ.ʁ,62.31,62.5,services,s.ɛ.ʁ.v.i.s,62.31,62.69,61.2,61.2
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0899999999999963,63.07,63.16,1,d,ɔ̃,s.ɔ̃,63.07,63.2,sont,s.ɔ̃,63.07,63.2,61.2,61.2
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.06999999999999318,69.0,69.07,1,ʁ,ə,s.ə,69.0,69.11,ce,s.ə,69.0,69.11,68.27,68.27
14401_f4_int5_2022_03_29_assnat_174837,14401,female,ʃ,0.3499999999999943,70.25,70.6,1,<SIL>,ɔ,ʃ.ɔ,70.25,70.69,choqué,ʃ.ɔ.c.e,70.25,70.99,70.25,70.25
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,71.22,71.3,1,ə,ɛ,s.ɛ.t,71.22,71.42,cet,s.ɛ.t,71.22,71.42,70.25,70.25
14401_f4_int5_2022_03_29_assnat_174837,14401,female,ʃ,0.10999999999999943,71.48,71.59,2,e,ɑ̃,ʃ.ɑ̃.ʒ,71.48,71.92,échange,e.ʃ.ɑ̃.ʒ,71.42,71.92,70.25,70.25
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,73.59,73.7,2,a,ɑ̃,s.ɑ̃,73.59,73.81,ascenseur,a.s.ɑ̃.s.œ.ʁ,73.48,74.17,72.76,72.76
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.14999999999999147,73.81,73.96,4,ɑ̃,œ,s.œ.ʁ,73.81,74.17,ascenseur,a.s.ɑ̃.s.œ.ʁ,73.48,74.17,72.76,72.76
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.20000000000000284,74.17,74.37,1,ʁ,ɔ,s.ɔ,74.17,74.45,social,s.ɔ.s.j.a.l,74.17,74.84,72.76,72.76
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.23999999999999488,75.59,75.83,1,<SIL>,e,s.e,75.59,75.9,c'est,s.e,75.59,75.9,75.59,75.59
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.09000000000000341,77.88,77.97,4,ʁ,ɔ,s.ɔ.n,77.88,78.1,personne,p.ɛ.ʁ.s.ɔ.n,77.66,78.1,77.59,77.59
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,80.65,80.73,4,ɑ̃,œ,s.œ.ʁ,80.65,80.83,ascenseur,a.s.ɑ̃.s.œ.ʁ,80.44,80.83,79.9,79.9
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.09000000000000341,80.49,80.58,2,a,ɑ̃,s.ɑ̃,80.49,80.65,ascenseur,a.s.ɑ̃.s.œ.ʁ,80.44,80.83,79.9,79.9
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,80.83,80.91,1,ʁ,ɔ,s.ɔ,80.83,80.96,social,s.ɔ.s.j.a.l,80.83,81.26,79.9,79.9
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.20999999999999375,81.29,81.5,1,<SIL>,e,s.e,81.29,81.56,c'est,s.e,81.29,81.56,79.9,79.9
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.1700000000000017,84.86,85.03,4,ɛ̃,i,s.i,84.86,85.07,principal,p.ʁ.ɛ̃.s.i.p.a.l,84.66,85.32,83.9,83.9
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.12000000000000455,85.41,85.53,1,ə,ə,s.ə,85.41,85.59,cela,s.ə.l.ɑ,85.41,85.69,83.9,83.9
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.15000000000000568,86.38,86.53,2,ɑ̃,ɛ,s.ɛ,86.38,86.55,enseignants,ɑ̃.s.ɛ.ɲ.ɑ̃,86.28,86.76,86.03,86.03
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,88.82,88.96,1,<SIL>,ɔ̃,s.ɔ̃,88.82,89.05,sont,s.ɔ̃,88.82,89.05,88.82,88.82
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,91.37,91.48,1,ɔ̃,œ,s.œ.l,91.37,91.58,seulement,s.œ.l.m.ɑ̃,91.37,91.81,90.12,90.12
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.13000000000000966,92.8,92.93,3,ɑ̃,e,s.e,92.8,92.98,d'enseignants,d.ɑ̃.s.e.ɲ.ɑ̃,92.6,93.26,90.12,90.12
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.0800000000000125,93.6,93.68,1,l,ɔ̃,s.ɔ̃,93.6,93.75,sont,s.ɔ̃,93.6,93.75,93.55,93.55
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.06999999999999318,94.9,94.97,1,<SIL>,ɔ,s.ɔ,94.9,95.05,social,s.ɔ.s.j.a.l,94.9,95.53,94.9,94.9
14401_f4_int5_2022_03_29_assnat_174837,14401,female,s,0.12999999999999545,98.19,98.32,1,d,œ,s.œ.ʁ,98.19,98.39,soeurs,s.œ.ʁ,98.19,98.39,97.06,97.06
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.08999999999999997,0.65,0.74,1,ɛ,a,s.a,0.65,0.83,savez,s.a.v.e,0.65,0.94,0.54,0.54
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.14000000000000012,2.23,2.37,2,ɑ̃,e,s.e,2.23,2.43,enseignant,ɑ̃.s.e.ɲ.ɑ̃,2.13,2.58,0.54,0.54
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.10000000000000009,3.82,3.92,1,<SIL>,ɑ,s.ɑ,3.82,3.95,ça,s.ɑ,3.82,3.95,3.13,3.13
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.1800000000000006,4.05,4.23,1,ə,ɛ̃,s.ɛ̃,4.05,4.38,s'invente,s.ɛ̃.v.ɑ̃.t,4.05,4.66,3.13,3.13
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.1200000000000001,5.07,5.19,1,ə,ɛ̃,s.ɛ̃,5.07,5.3,s'improvise,s.ɛ̃.p.ʁ.ɔ.v.i.z,5.07,5.77,3.13,3.13
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.1200000000000001,6.18,6.3,2,ɑ̃,e,s.e,6.18,6.35,enseignant,ɑ̃.s.e.ɲ.ɑ̃,6.07,6.54,3.13,3.13
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.09999999999999964,7.62,7.72,1,<SIL>,e,s.e,7.62,7.76,c'est,s.e,7.62,7.76,7.62,7.62
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.15000000000000036,9.28,9.43,4,ɑ̃,ɛ,s.ɛ,9.28,9.59,français,f.ʁ.ɑ̃.s.ɛ,9.01,9.59,8.51,8.51
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.05999999999999872,12.64,12.7,8,ʁ,i,s.i,12.64,12.74,l'université,l.y.ɲ.i.v.ɛ.ʁ.s.i.t.e,12.32,12.95,11.77,11.77
14401_f5_int6_2022_03_29_assnat_174837,14401,female,ʃ,0.1399999999999988,14.73,14.87,1,ʁ,ɛ,ʃ.ɛ.ʁ,14.73,14.98,chercher,ʃ.ɛ.ʁ.ʃ.e,14.73,15.25,11.77,11.77
14401_f5_int6_2022_03_29_assnat_174837,14401,female,ʃ,0.15000000000000036,14.98,15.13,4,ʁ,e,ʃ.e,14.98,15.25,chercher,ʃ.ɛ.ʁ.ʃ.e,14.73,15.25,11.77,11.77
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,21.13,21.24,1,<SIL>,e,s.e,21.13,21.27,c'est,s.e,21.13,21.27,21.13,21.13
14401_f5_int6_2022_03_29_assnat_174837,14401,female,ʃ,0.08999999999999986,21.49,21.58,1,m,o,ʃ.o.z,21.49,21.7,chose,ʃ.o.z,21.49,21.7,21.13,21.13
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,21.97,22.08,2,ɑ̃,ɛ,s.ɛ,21.97,22.1,enseignants,ɑ̃.s.ɛ.ɲ.ɑ̃,21.89,22.27,21.13,21.13
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.07000000000000028,24.05,24.12,3,k,ɛ,s.ɛ,24.05,24.14,excessivement,ɛ.k.s.ɛ.s.i.v.m.ɑ̃,23.96,24.46,22.92,22.92
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.18999999999999773,24.14,24.33,5,ɛ,i,s.i.v,24.14,24.39,excessivement,ɛ.k.s.ɛ.s.i.v.m.ɑ̃,23.96,24.46,22.92,22.92
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.08999999999999986,26.82,26.91,1,e,ə,s.ə,26.82,26.96,ce,s.ə,26.82,26.96,26.16,26.16
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.23999999999999844,26.96,27.2,1,ə,a,s.a,26.96,27.29,savoir,s.a.v.w.ɑ.ʁ,26.96,27.75,26.16,26.16
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,31.75,31.89,1,e,e,s.e,31.75,31.99,ces,s.e,31.75,31.99,31.21,31.21
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.13000000000000256,35.51,35.64,3,ɔ̃,ɛ,s.ɛ.ʁ,35.51,35.77,conserver,k.ɔ̃.s.ɛ.ʁ.v.e,35.25,36.01,33.47,33.47
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,36.44,36.54,1,<SIL>,a,s.a,36.44,36.58,savez,s.a.v.e,36.44,36.64,36.44,36.44
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.11999999999999744,37.31,37.43,3,ɑ̃,e,s.e,37.31,37.48,d'enseignants,d.ɑ̃.s.e.ɲ.ɑ̃,37.15,37.7,36.44,36.44
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.21000000000000085,40.4,40.61,2,a,i,s.i,40.4,40.77,assis,a.s.i,40.29,40.77,39.53,39.53
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,41.18,41.26,4,ʁ,ɔ,s.ɔ.n,41.18,41.34,personne,p.ɛ.ʁ.s.ɔ.n,40.98,41.34,39.53,39.53
14401_f5_int6_2022_03_29_assnat_174837,14401,female,ʃ,0.10000000000000142,41.85,41.95,1,a,ɜ,ʃ.ɜ.z,41.85,42.15,chaise,ʃ.ɜ.z,41.85,42.15,39.53,39.53
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.13000000000000256,45.41,45.54,2,ɑ̃,ɛ,s.ɛ,45.41,45.56,enseignants,ɑ̃.s.ɛ.ɲ.ɑ̃,45.31,45.83,44.76,44.76
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.11999999999999744,48.24,48.36,1,<SIL>,e,s.e.t,48.24,48.48,c'est,s.e.t,48.24,48.48,48.24,48.24
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.0899999999999963,50.81,50.9,1,<SIL>,ɑ,s.ɑ,50.81,50.94,ça,s.ɑ,50.81,50.94,50.81,50.81
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.060000000000002274,52.97,53.03,1,l,ɔ̃,s.ɔ̃,52.97,53.06,sont,s.ɔ̃,52.97,53.06,52.93,52.93
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,55.6,55.68,5,e,ɛ,s.ɛ.ʁ,55.6,55.73,nécessairement,n.e.s.e.s.ɛ.ʁ.m.ɑ̃,55.41,55.83,55.06,55.06
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.060000000000002274,55.51,55.57,3,e,e,s.e,55.51,55.6,nécessairement,n.e.s.e.s.ɛ.ʁ.m.ɑ̃,55.41,55.83,55.06,55.06
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,56.77,56.85,1,e,a,s.a,56.77,56.93,savez,s.a.v.e,56.77,57.07,55.06,55.06
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.11000000000000654,57.98,58.09,1,<SIL>,e,s.e,57.98,58.16,ces,s.e,57.98,58.16,57.98,57.98
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,62.76,62.86,1,<SIL>,e,s.e.t,62.76,62.95,c'est,s.e.t,62.76,62.95,62.76,62.76
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.060000000000002274,63.48,63.54,4,ʁ,ɔ,s.ɔ.n,63.48,63.64,personnes,p.ɛ.ʁ.s.ɔ.n,63.3,63.64,62.76,62.76
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.09999999999999432,64.39,64.49,1,<SIL>,e,s.e.t,64.39,64.58,c'est,s.e.t,64.39,64.58,64.39,64.39
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,65.12,65.2,4,ʁ,ɔ,s.ɔ.n,65.12,65.3,personnes,p.ɛ.ʁ.s.ɔ.n,64.96,65.3,64.39,64.39
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.10000000000000853,66.46,66.56,1,ɔ̃,e,s.e,66.46,66.61,c'est,s.e,66.46,66.61,64.39,64.39
14401_f5_int6_2022_03_29_assnat_174837,14401,female,ʃ,0.21999999999999886,68.24,68.46,1,<SIL>,ɑ̃,ʃ.ɑ̃,68.24,68.63,changer,ʃ.ɑ̃.ʒ.e,68.24,69.03,68.24,68.24
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,74.45,74.56,3,ɑ̃,ɛ,s.ɛ.ɲ,74.45,74.64,l'enseignement,l.ɑ̃.s.ɛ.ɲ.m.ɑ̃,74.32,74.76,73.77,73.77
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.22999999999998977,74.76,74.99,1,ɑ̃,y,s.y,74.76,75.06,supérieur,s.y.p.e.ʁ.j.œ.ʁ,74.76,75.61,73.77,73.77
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,76.4,76.54,3,k,ɛ,s.ɛ,76.4,76.57,accès,a.k.s.ɛ,76.25,76.57,75.86,75.86
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,78.3,78.41,1,<SIL>,a,s.a,78.3,78.53,savez,s.a.v.e,78.3,78.66,78.3,78.3
14401_f5_int6_2022_03_29_assnat_174837,14401,female,s,0.18000000000000682,89.0,89.18,2,i,i,s.i,89.0,89.42,ici,i.s.i,88.95,89.42,88.28,88.28
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.06999999999999995,0.8,0.87,1,<SIL>,ə,s.ə,0.8,0.94,ce,s.ə,0.8,0.94,0.25,0.25
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.10999999999999988,2.2,2.31,1,e,i,s.i,2.2,2.35,citoyens,s.i.t.w.a.j.ɛ̃,2.2,2.56,1.87,1.87
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.10999999999999988,3.94,4.05,1,<SIL>,a,s.a,3.94,4.12,savez,s.a.v.e,3.94,4.24,3.94,3.94
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.3099999999999996,4.78,5.09,1,a,œ,s.œ.l,4.78,5.44,seule,s.œ.l,4.78,5.44,3.94,3.94
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.11999999999999922,9.05,9.17,1,<SIL>,e,s.e,9.05,9.21,c'est,s.e,9.05,9.21,9.05,9.05
14401_f6_int7_2022_03_29_assnat_174837,14401,female,ʃ,0.10999999999999943,13.01,13.12,1,i,i,ʃ.i,13.01,13.21,chicoutimi,ʃ.i.k.u.t.i.m.i,13.01,14.1,11.65,11.65
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,17.68,17.78,1,u,i,s.i,17.68,17.82,si,s.i,17.68,17.82,17.06,17.06
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,25.36,25.46,1,e,ɛ,s.ɛ.t,25.36,25.55,sept,s.ɛ.t,25.36,25.55,24.67,24.67
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.05000000000000071,25.55,25.6,1,t,ɑ̃,s.ɑ̃,25.55,25.69,cent,s.ɑ̃,25.55,25.69,24.67,24.67
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.05000000000000071,26.0,26.05,1,t,ɛ̃,s.ɛ̃.k,26.0,26.23,cinq,s.ɛ̃.k,26.0,26.23,24.67,24.67
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.129999999999999,28.8,28.93,1,ɛ,ɑ̃,s.ɑ̃,28.8,29.02,cent,s.ɑ̃,28.8,29.02,27.2,27.2
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.120000000000001,30.3,30.42,3,ə,y,s.y,30.3,30.48,reçu,ʁ.ə.s.y,30.23,30.48,30.09,30.09
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.18999999999999773,30.78,30.97,1,f,ɑ̃,s.ɑ̃,30.78,31.09,cent,s.ɑ̃,30.78,31.09,30.09,30.09
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.07000000000000028,32.01,32.08,1,d,ɑ,s.ɑ,32.01,32.13,ça,s.ɑ,32.01,32.13,30.09,30.09
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.05999999999999517,32.13,32.19,1,ɑ,ɑ,s.ɑ,32.13,32.29,ça,s.ɑ,32.13,32.29,30.09,30.09
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,35.17,35.25,1,e,ɑ,s.ɑ,35.17,35.3,ça,s.ɑ,35.17,35.3,34.47,34.47
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.0899999999999963,35.53,35.62,1,ø,ɑ̃,s.ɑ̃,35.53,35.73,cent,s.ɑ̃,35.53,35.73,34.47,34.47
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.11000000000000654,35.91,36.02,1,t,ɛ̃,s.ɛ̃.k,35.91,36.32,cinq,s.ɛ̃.k,35.91,36.32,34.47,34.47
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.1600000000000037,42.51,42.67,4,ʁ,ɔ,s.ɔ.n,42.51,42.91,personnes,p.ɛ.ʁ.s.ɔ.n,42.3,42.91,41.53,41.53
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,45.53,45.64,1,ɛ̃,ɑ,s.ɑ,45.53,45.67,ça,s.ɑ,45.53,45.67,45.43,45.43
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.240000000000002,52.44,52.68,1,y,e,s.e,52.44,52.77,sérieux,s.e.ʁ.j.ø,52.44,53.03,51.47,51.47
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,55.53,55.63,1,<SIL>,e,s.e,55.53,55.67,c'est,s.e,55.53,55.67,55.53,55.53
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.12999999999999545,55.67,55.8,1,e,ɑ̃,s.ɑ̃,55.67,55.89,cent,s.ɑ̃,55.67,55.89,55.53,55.53
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,56.07,56.17,4,ʁ,ɑ̃,s.ɑ̃,56.07,56.26,pourcent,p.u.ʁ.s.ɑ̃,55.89,56.26,55.53,55.53
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,59.77,59.88,1,<SIL>,e,s.e,59.77,59.92,c'est,s.e,59.77,59.92,59.77,59.77
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.11999999999999744,59.92,60.04,1,e,ɑ̃,s.ɑ̃,59.92,60.15,cent,s.ɑ̃,59.92,60.15,59.77,59.77
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.0899999999999963,60.34,60.43,4,ʁ,ɑ̃,s.ɑ̃,60.34,60.47,pourcent,p.u.ʁ.s.ɑ̃,60.15,60.47,59.77,59.77
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.11999999999999744,61.81,61.93,3,ɑ̃,e,s.e,61.81,61.97,pensée,p.ɑ̃.s.e,61.58,61.97,61.38,61.38
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,62.86,62.94,1,ə,ɛ,s.ɛ,62.86,62.99,sais,s.ɛ,62.86,62.99,62.72,62.72
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.07000000000000028,62.99,63.06,1,ɛ,ə,s.ə,62.99,63.09,ce,s.ə,62.99,63.09,62.72,62.72
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.10000000000000142,63.3,63.4,1,a,ə,s.ə,63.3,63.44,ce,s.ə,63.3,63.44,62.72,62.72
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.09000000000000341,63.55,63.64,1,ə,ɑ,s.ɑ,63.55,63.69,ça,s.ɑ,63.55,63.69,62.72,62.72
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.12999999999999545,64.08,64.21,1,<SIL>,e,s.e,64.08,64.24,c'est,s.e,64.08,64.24,64.08,64.08
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.07000000000000739,66.44,66.51,1,<SIL>,ə,s.ə,66.44,66.55,ce,s.ə,66.44,66.55,66.44,66.44
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,66.66,66.74,1,ə,ɑ,s.ɑ,66.66,66.82,ça,s.ɑ,66.66,66.82,66.44,66.44
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.060000000000002274,67.11,67.17,1,<SIL>,e,s.e.t,67.11,67.25,c'est,s.e.t,67.11,67.25,66.44,66.44
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.09000000000000341,67.88,67.97,1,<SIL>,e,s.e,67.88,68.0,c'est,s.e,67.88,68.0,67.88,67.88
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.11000000000001364,69.32,69.43,7,ʁ,i,s.i,69.32,69.47,universités,y.ɲ.i.v.ɛ.ʁ.s.i.t.e,69.0,69.65,67.88,67.88
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.07000000000000739,78.86,78.93,1,i,ə,s.ə,78.86,78.94,se,s.ə,78.86,78.94,76.58,76.58
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.0799999999999983,83.34,83.42,1,ʁ,ə,s.ə,83.34,83.5,ce,s.ə,83.34,83.5,81.01,81.01
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.06999999999999318,83.79,83.86,1,ʁ,ɑ,s.ɑ,83.79,83.89,ça,s.ɑ,83.79,83.89,81.01,81.01
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,85.58,85.72,3,ə,y,s.y,85.58,85.79,dessus,d.ə.s.y,85.51,85.79,81.01,81.01
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.12999999999999545,88.44,88.57,1,<SIL>,ɑ,s.ɑ,88.44,88.64,ça,s.ɑ,88.44,88.64,88.44,88.44
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.18999999999999773,89.79,89.98,1,e,i,s.i,89.79,90.03,si,s.i,89.79,90.03,89.69,89.69
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.14000000000000057,91.02,91.16,1,ɑ̃,ɔ̃,s.ɔ̃,91.02,91.29,son,s.ɔ̃,91.02,91.29,90.67,90.67
14401_f6_int7_2022_03_29_assnat_174837,14401,female,s,0.10999999999999943,92.02,92.13,3,e,e,s.e,92.02,92.21,laisser,l.e.s.e,91.91,92.21,90.67,90.67
14401_f6_int7_2022_03_29_assnat_174837,14401,female,ʃ,0.0800000000000125,92.32,92.4,1,e,o,ʃ.o.z,92.32,92.55,choses,ʃ.o.z,92.32,92.55,90.67,90.67
14401_f7_int8_2022_03_29_assnat_174837,14401,female,s,0.09,0.14,0.23,1,<SIL>,ɑ,s.ɑ,0.14,0.27,ça,s.ɑ,0.14,0.27,0.14,0.14
14401_f7_int8_2022_03_29_assnat_174837,14401,female,s,0.08000000000000007,7.93,8.01,1,f,i,s.i,7.93,8.04,si,s.i,7.93,8.04,5.88,5.88
14401_f7_int8_2022_03_29_assnat_174837,14401,female,s,0.07000000000000028,10.19,10.26,3,a,ɑ̃,s.ɑ̃,10.19,10.34,l'assemblée,l.a.s.ɑ̃.b.l.e,10.08,10.45,10.01,10.01
14401_f7_int8_2022_03_29_assnat_174837,14401,female,s,0.16999999999999993,11.52,11.69,1,m,e,s.e,11.52,11.76,sévèrement,s.e.v.ɛ.ʁ.m.ɑ̃,11.52,12.19,10.01,10.01
14401_f7_int8_2022_03_29_assnat_174837,14401,female,s,0.15000000000000213,21.02,21.17,2,ɑ̃,ɛ,s.ɛ,21.02,21.19,enseignants,ɑ̃.s.ɛ.ɲ.ɑ̃,20.9,21.46,17.6,17.6
14401_f7_int8_2022_03_29_assnat_174837,14401,female,s,0.17999999999999972,25.17,25.35,1,e,y,s.y.p.s,25.17,25.54,substantiellement,s.y.p.s.t.ɑ̃.s.j.ɛ.l.m.ɑ̃,25.17,26.24,24.71,24.71
14401_f7_int8_2022_03_29_assnat_174837,14401,female,s,0.16000000000000014,30.36,30.52,4,ʁ,i,s.i,30.36,30.55,merci,m.ɛ.ʁ.s.i,30.16,30.55,30.16,30.16
14401_f7_int8_2022_03_29_assnat_174837,14401,female,s,0.11000000000000654,35.73,35.84,4,ʁ,i,s.i,35.73,35.93,merci,m.ɛ.ʁ.s.i,35.63,35.93,35.63,35.63
41440_f1_int2_20221206_CH_152702,41440,male,s,0.14000000000000057,11.94,12.08,1,e,i,s.i,11.94,12.11,citoyens,s.i.t.w.a.j.ɛ̃,11.94,12.49,9.91,9.91
41440_f1_int2_20221206_CH_152702,41440,male,ʃ,0.10999999999999943,15.58,15.69,1,a,ɑ̃,ʃ.ɑ̃.s,15.58,15.88,chance,ʃ.ɑ̃.s,15.58,15.88,14.69,14.69
41440_f1_int2_20221206_CH_152702,41440,male,s,0.09999999999999787,18.19,18.29,1,ə,ɛ,s.ɛ.t,18.19,18.44,cette,s.ɛ.t,18.19,18.44,17.89,17.89
41440_f1_int2_20221206_CH_152702,41440,male,s,0.05999999999999872,22.0,22.06,1,i,ɔ̃,s.ɔ̃,22.0,22.19,sont,s.ɔ̃,22.0,22.19,17.89,17.89
41440_f1_int2_20221206_CH_152702,41440,male,s,0.17999999999999972,26.85,27.03,2,i,i,s.i,26.85,27.2,ici,i.s.i,26.72,27.2,26.33,26.33
41440_f1_int2_20221206_CH_152702,41440,male,s,0.15000000000000213,27.2,27.35,1,i,i,s.i,27.2,27.41,si,s.i,27.2,27.41,26.33,26.33
41440_f1_int2_20221206_CH_152702,41440,male,s,0.10000000000000142,27.41,27.51,1,i,ə,s.ə,27.41,27.6,ce,s.ə,27.41,27.6,26.33,26.33
41440_f1_int2_20221206_CH_152702,41440,male,s,0.10999999999999943,32.56,32.67,5,i,i,s.i,32.56,32.73,féliciter,f.e.ʎ.i.s.i.t.e,32.27,32.9,30.6,30.6
41440_f1_int2_20221206_CH_152702,41440,male,s,0.10000000000000142,34.75,34.85,3,a,ɑ̃,s.ɑ̃,34.75,34.95,l'assemblée,l.a.s.ɑ̃.b.l.e,34.61,35.11,34.31,34.31
